"start_station_name","start_lat","start_lng","total_trips"
Buckingham Fountain (Temp),41.86964143597874,-87.62397539161478,2264
Francisco Ave & Foster Ave,41.97564446880907,-87.70142640645882,2260
Spaulding Ave & Division St,41.902721137967944,-87.70921598378696,2241
W Armitage Ave & N Sheffield Ave,41.91988487434327,-87.6501833610794,2196
Greenwood Ave & 47th St,41.80982145556759,-87.59935818392601,2195
Western Ave & Monroe St,41.87980020202837,-87.68608689578984,2183
Clark St & Columbia Ave,42.00445422068724,-87.67240225942585,2174
Wells St & 19th St,41.85682168305806,-87.63389703699424,2173
Cherry Ave & Blackhawk St,41.90722705069285,-87.65564376274615,2141
Ogden Ave & Roosevelt Rd,41.86651038799403,-87.68461306125654,2122
Troy St & Elston Ave,41.945228561736045,-87.70666674336232,2097
Glenwood Ave & Touhy Ave,42.01273375474745,-87.66604561979241,2085
Halsted St & 21st St,41.853833831937976,-87.64659806778775,2057
Wells St & Institute Pl,41.897394909549696,-87.63444129582979,2045
Halsted St & North Branch St,41.89937462813357,-87.64853370028673,2010
Damen Ave & Wabansia Ave,41.910085908788005,-87.67989979888559,2002
Sheridan Rd & Greenleaf Ave,42.01058857000308,-87.66241106158216,1992
Wentworth Ave & 35th St,41.83078524262516,-87.63250268799878,1989
Avers Ave & Belmont Ave,41.93940706831484,-87.72356903487409,1963
Winchester (Ravenswood) Ave & Balmoral Ave,41.97972724332056,-87.67755904209916,1916
Wentworth Ave & 24th St (Temp),41.85007902827868,-87.63215066854403,1900
Albany Ave & Montrose Ave,41.961035605092114,-87.70585261664509,1888
Green St & Randolph St,41.88325088286602,-87.64878363366762,1877
Wood St & Webster Ave,41.921058435785774,-87.67280095590576,1858
Wallace St & 35th St,41.830675574337484,-87.64127351147418,1837
Avondale Ave & Irving Park Rd,41.95335771620363,-87.73195866413045,1836
Manor Ave & Leland Ave,41.96587316445685,-87.70082850689019,1820
Christiana Ave & Lawrence Ave,41.96835853366553,-87.71183596466427,1773
Bernard St & Elston Ave,41.949874846774186,-87.71391124346196,1760
Smith Park,41.89203155907469,-87.6893961562311,1709
Drake Ave & Addison St,41.94736186350569,-87.71759472809245,1691
Kedzie Ave & Leland Ave,41.966683769493976,-87.70807542420047,1578
Cottage Grove Ave & 51st St,41.803032224217766,-87.60661106505253,1559
Rockwell St & Fletcher St,41.93993980150161,-87.69015275486609,1526
Monticello Ave & Irving Park Rd,41.953970995832655,-87.71906451359365,1523
Cottage Grove Ave & 47th St,41.80983880982338,-87.60674699783442,1438
Ashland Ave & Archer Ave,41.839171192625585,-87.665611591863,1438
Western Ave & Lunt Ave,42.00853795186883,-87.6904755506679,1427
N Sheffield Ave & W Wellington Ave,41.939826236867304,-87.65017355182393,1393
Western Ave & 21st St,41.85409002964208,-87.68584505570566,1382
Drake Ave & Montrose Ave,41.961158088294155,-87.71658895378148,1379
Prairie Ave & Garfield Blvd,41.794850051147264,-87.61872528607624,1371
Lincoln Ave & Roscoe St,41.94380291472894,-87.67124195348227,1342
Knox Ave & Montrose Ave,41.96064910107593,-87.74537578251237,1315
Cottage Grove Ave & 63rd St,41.780575862244625,-87.60597005139613,1311
South Shore Dr & 71st St,41.76641925967516,-87.56573105489814,1303
Woodlawn Ave & Lake Park Ave,41.81416200935906,-87.597036219957,1260
Loomis St & Archer Ave,41.841635706805924,-87.65745797684295,1260
Elston Ave & George St,41.93014634068442,-87.6900310655692,1258
Elizabeth St & Randolph St,41.880832959694374,-87.6597974063457,1242
Cottage Grove Ave & 43rd St,41.81659942756633,-87.60667457998925,1207
Western Ave & Granville Ave,41.994166047422844,-87.68944601398135,1203
Racine Ave & 35th St,41.830668718339226,-87.65619562096339,1195
South Shore Dr & 67th St,41.773647361182846,-87.56747396387087,1189
Central Park Ave & North Ave,41.90965724781242,-87.71660924214052,1184
MLK Jr Dr & Pershing Rd,41.824579874678754,-87.61678139218306,1181
Francisco Ave & Montrose Ave,41.960040373244574,-87.70003524050608,1162
Western Ave & Howard St,42.0189139805405,-87.69004690211376,1154
Kedzie Ave & Foster Ave,41.975673048012716,-87.70926844417235,1137
Eastlake Ter & Rogers Ave,42.02077893401283,-87.6650062717093,1134
Evanston Civic Center,42.05703612048965,-87.68656755489589,1124
State St & 29th St,41.84177532325068,-87.62698799210206,1121
Clinton St & Polk St,41.871454581286905,-87.6409478914062,1102
Central St & Girard Ave,42.0642019672449,-87.68616525798801,1085
Warren Park West,42.00178851294166,-87.68882837337196,1081
Keystone Ave & Fullerton Ave,41.92457899028799,-87.72786921433632,1072
Central St Metra,42.063299262587236,-87.69862534365708,1063
Clark St & Jarvis Ave,42.01596610357561,-87.67500123888105,1050
Malcolm X College Vaccination Site,41.87761245948708,-87.67389654097262,1036
California Ave & 21st St,41.85375411243514,-87.69560976504539,1032
Western Ave & Grace St,41.95001335343712,-87.6899311208007,1029
Racine Ave & 13th St,41.865045483946794,-87.65697607953943,1017
Cottage Grove Ave & Oakwood Blvd,41.82309250675593,-87.60713694132536,1011
Dorchester Ave & 49th St,41.80575839297911,-87.592470694537,998
Calumet Ave & 51st St,41.802225610664316,-87.61811304564988,983
N Paulina St & Lincoln Ave,41.94016953610281,-87.67007064593382,965
Sawyer Ave & Irving Park Rd,41.95345136670605,-87.70930304387029,964
Normal Ave & Archer Ave,41.84954604373817,-87.64058493285847,949
California Ave & Lake St,41.884459809108805,-87.6963016184256,948
St. Louis Ave & Balmoral Ave,41.9801751609358,-87.716112628728,944
Kedzie Ave & Bryn Mawr Ave,41.9822434837332,-87.70889665152352,934
Elmwood Ave & Austin St,42.025779766451116,-87.68411117197734,926
Keystone Ave & Montrose Ave,41.96109136537681,-87.72898233038548,924
Warren Park East,42.00455729038047,-87.68064486404964,920
Dodge Ave & Church St,42.04817390434724,-87.6982900605958,915
Base - 2132 W Hubbard,41.902270823246496,-87.68776226668616,913
N Southport Ave & W Newport Ave,41.9402657854671,-87.66026106500145,905
Kedzie Ave & Lake St,41.88472146950695,-87.70633165945523,905
Kildare Ave & Montrose Ave,41.96099041218844,-87.73559708857053,896
Wood St & 35th St,41.8301199007692,-87.67031803834533,894
DuSable Museum,41.79166406868129,-87.60789864257228,890
Prairie Ave & 43rd St,41.8166642842836,-87.6194125192616,886
Bosworth Ave & Howard St,42.01953824836118,-87.66954002720497,886
Malcolm X College,41.877615438124494,-87.67389676972394,884
Budlong Woods Library,41.983669617557574,-87.6964184593886,875
Troy St & Grace St,41.9500095425941,-87.70985310845816,865
Clark St & Touhy Ave,42.01256795622948,-87.67432752280439,857
Leavitt St & Archer Ave,41.82876797466488,-87.68063554554422,807
Kedzie Ave & George St,41.93021796246259,-87.70984554602765,806
"2112 W Peterson Ave",41.991174417498165,-87.68359839476938,803
Western Ave & 24th St,41.8485824296241,-87.68519736739034,786
Ridge Blvd & Howard St,42.01926877521188,-87.68452961099223,783
Kedzie Ave & Chicago Ave,41.895470826377874,-87.70615289332282,782
Dorchester Ave & 63rd St,41.780629410920646,-87.59155223176266,772
Washtenaw Ave & Ogden Ave,41.86192393413347,-87.69348008245542,757
Francisco Ave & Bloomingdale Ave,41.910150876708926,-87.6999779832213,739
N Shore Channel Trail & Argyle St,41.970105800635466,-87.7001361933817,729
Elston Ave & Henderson St,41.940087654646774,-87.70004950021479,720
Ridge Blvd & Touhy Ave,42.012133279838864,-87.68292272997047,714
Princeton Ave & 47th St,41.80932571488925,-87.63345711539046,697
Damen Ave & Coulter St,41.8491975948347,-87.67564362983549,695
MTV Hubbard St,41.889978199119724,-87.68003118680141,694
Eastlake Ter & Howard St,42.01919527673029,-87.66431461273392,686
California Ave & 23rd Pl,41.849118317422075,-87.69514251205463,685
State St & 95th St,41.722030598857806,-87.62317959517739,682
Western Ave & Gunnison St,41.96998355323319,-87.68997893113756,674
Conservatory Dr & Lake St,41.88549626522116,-87.71685952638995,671
W Washington Blvd & N Peoria St,41.88015245237386,-87.64999925592919,669
Long & Irving Park,41.95008988377674,-87.76006379802685,669
Kedzie Ave & 48th Pl,41.80008541992813,-87.70007418862804,663
Western Ave & Berteau Ave,41.959897788777724,-87.68992394194504,660
Milwaukee Ave & Cuyler Ave,41.95447363533886,-87.74959478140133,660
Sacramento Blvd & Addison St,41.94972706900143,-87.7002086448949,658
Central Park Ave & Ogden Ave,41.85397240676367,-87.71511104118801,653
Valli Produce - Evanston Plaza,42.03972347609778,-87.69942279344974,643
Pulaski Rd & 51st St,41.800012028189066,-87.72013385224473,642
"63rd St Beach",41.780916450383316,-87.57631862165059,634
California Ave & Francis Pl,41.91852678958733,-87.69744916617589,628
Rockwell St & Cermak Rd,41.85008433050951,-87.69003115312172,627
Maplewood Ave & Peterson Ave,41.99023646668209,-87.69337211330256,613
Narragansett & Wrightwood,41.92994142762015,-87.78989635961118,599
Washtenaw Ave & Polk St,41.870093590186904,-87.69031098209604,585
MLK Jr Dr & 47th St,41.809849840156446,-87.61629314473653,579
Oakley Ave & Touhy Ave,42.01234110812417,-87.68825018218784,568
Pulaski Rd & Eddy St (Temp),41.94600407572,-87.73103477945507,548
N Damen Ave & W Chicago Ave,41.89943004787138,-87.67971978280667,539
Wentworth Ave & Cermak Rd*,41.85318910037143,-87.63186861910549,534
Loomis St & Lexington St*,41.872174077042516,-87.66153087015199,532
State St & 79th St,41.7507931354991,-87.62443050056429,524
Lincolnwood Dr & Central St,42.06481423045956,-87.71531043857745,518
Dodge Ave & Main St,42.034524962835256,-87.6993316980539,514
Kilbourn Ave & Irving Park Rd,41.95378560016261,-87.74046672177828,510
California Ave & Winona St,41.97013121797229,-87.69993969127165,505
Jeffery Blvd & 67th St,41.77343527696967,-87.57731115428365,504
Whipple/Irving Park,41.95016267747849,-87.70016999814462,488
Lincoln Ave & Balmoral Ave,41.979972769254935,-87.69015426798022,474
Green St & Madison Ave*,41.88184225598028,-87.64884613217289,461
Lockwood Ave & Wrightwood Ave,41.92995188746045,-87.75996445414928,457
Archer (Damen) Ave & 37th St,41.82671404246769,-87.68314914208405,456
Wolcott Ave & Fargo Ave,42.01695687441994,-87.67772721452687,450
Burnham Greenway & 112th St,41.69177125176347,-87.53043786007659,445
Fairfield Ave & Roosevelt Rd,41.866631979040605,-87.69452030164058,444
Campbell Ave & Irving Park Rd,41.95013060773426,-87.6900291223044,441
Harlem & Irving Park,41.950133667692086,-87.80988315240438,438
Lincoln Ave & Byron St,41.950674095511964,-87.67922648544742,437
Halsted St & 37th St,41.827072922643374,-87.64571821682848,433
South Shore Dr & 74th St,41.7622178193792,-87.55923723077022,431
Kedzie Ave & 21st St,41.8540280102302,-87.70486300860915,431
Wentworth Ave & 63rd St,41.78008035098384,-87.6297635714093,430
Jeffery Blvd & 71st St,41.76662821345185,-87.57644594425399,430
Ashland Ave & McDowell Ave,41.8088694650632,-87.66453624539186,429
Stony Island Ave & 64th St,41.779267135441856,-87.5868318026297,427
Dodge Ave & Mulford St,42.0235425983349,-87.69960808590662,427
MLK Jr Dr & 56th St,41.793441826896704,-87.61585497008787,426
Albany Ave & Belmont Ave,41.93998296737265,-87.70974378648566,425
MLK Jr Dr & 63rd St,41.78008441182284,-87.61594860740165,414
Chicago State University,41.7189645964489,-87.60834197465087,411
Austin Blvd & Madison St,41.88028761052116,-87.77446409122942,408
Stony Island Ave & 67th St,41.773457106137016,-87.58533448624877,402
Cottage Grove Ave & 67th St,41.773727361605985,-87.60563989898044,395
Kilpatrick Ave & Parker Ave,41.93001567282361,-87.74008438767675,387
Eberhart Ave & 61st St,41.78409492980601,-87.61449759725288,385
Sayre & Diversey,41.93002930530734,-87.80003053416276,382
Public Rack - Hamlin Ave & Fullerton Ave,41.92021207860692,-87.72003185731177,379
Central Park Ave & 24th St,41.84832986618705,-87.71493892929351,374
Stony Island Ave & 71st St,41.7664920761379,-87.5864635735368,373
Princeton Ave & Garfield Blvd,41.794979235313335,-87.63312293982698,368
Sacramento Blvd & Franklin Blvd,41.890614296006916,-87.70263296382565,366
Damen Ave & Pershing Rd,41.823194461818034,-87.67660642341028,361
Public Rack - Milwaukee Ave & Diversey Ave,41.93001139787298,-87.71000940507551,359
Wabash Ave & 87th St,41.73654186420187,-87.62259115882308,356
Lincoln Ave & Peterson Ave,41.99000732475356,-87.7099539450771,356
Kenosha & Wellington,41.93012525369698,-87.73010657243935,354
Halsted St & 47th Pl,41.80850903451353,-87.64602333916966,347
Austin Blvd & Lake St,41.88793713806976,-87.77436753792446,343
Kedzie Ave & 57th St,41.78999721045585,-87.7000556596955,341
Kilbourn Ave & Milwaukee Ave,41.94706964481855,-87.73999164326227,340
Western Blvd & 48th Pl,41.805663948116184,-87.68338656741282,339
Narragansett & Irving Park,41.950015339440746,-87.7899722382258,339
Union Ave & Root St,41.819123204347115,-87.64328532461603,337
Stony Island Ave & 75th St,41.75867246595858,-87.5868965810553,334
Indiana Ave & 40th St,41.82167793477253,-87.62152888858223,333
Public Rack - Kostner Ave & Armitage Ave,41.9198731864358,-87.73983189423244,332
Halsted St & 96th St,41.71995497278981,-87.64314559468035,329
Millard Ave & 26th St,41.84454399760605,-87.71596315225062,327
California Ave & 26th St,41.84369660310281,-87.69494517749796,324
Cottage Grove Ave & 83rd St,41.743445236665686,-87.60484757952514,323
Lamon Ave & Belmont Ave,41.93996325868275,-87.74997517157692,312
Kilbourn & Roscoe,41.9401497128108,-87.73997508983807,310
Halsted St & 51st St,41.80181315198811,-87.64521985015811,306
Western Ave & 111th St,41.6912139549076,-87.68130036145865,304
Central Ave & Chicago Ave,41.894958995165645,-87.76490441657818,298
Eggleston Ave & 69th St,41.768867529886386,-87.63593049594839,296
Kostner Ave & Adams St,41.877919448632596,-87.73594335266316,294
Hoyne Ave & 47th St,41.80822487351448,-87.67718780921724,276
Ashland Ave & Pershing Rd,41.82345851601816,-87.66558020276715,275
Perry Ave & 69th St,41.76928777884306,-87.62820435840939,274
Kedzie Ave & Roosevelt Rd,41.86650900027659,-87.70649035802862,272
Kostner Ave & Wrightwood Ave,41.92994703628656,-87.73989686834354,270
Ping Tom Park (East),41.85996707053211,-87.63003821882018,265
Phillips Ave & 79th St,41.751821082978616,-87.56521460241511,265
Central Ave & Roscoe St,41.94005976626614,-87.7699177811423,263
Lawler Ave & 50th St,41.800049598129704,-87.74997610148472,262
Big Marsh Park,41.68587750142573,-87.57381135926126,260
Albany Ave & 26th St,41.84474559303548,-87.70198726127569,260
May St & 69th St,41.768947105540974,-87.65293884586123,252
Public Rack - California Ave & Cortez St,41.9000063933398,-87.6999346624604,250
Rockwell St & Archer Ave,41.820190971236215,-87.6899816932185,244
Damen Ave & 59th St,41.78597461675818,-87.67415791544767,240
Wentworth Ave & 24th St,41.850073885128126,-87.63215686429925,237
Shields Ave & 43rd St,41.81620172949259,-87.6347099974323,234
Public Rack - Lawndale Ave & Diversey Ave,41.930049542802166,-87.71998014893299,229
Kedzie Ave & 24th St,41.84820033947218,-87.70542831843227,229
Lavergne & Fullerton,41.9200527261082,-87.75001575535556,225
Exchange Ave & 79th St,41.75172827958904,-87.55281287977745,223
Washtenaw Ave & Peterson Ave,41.99001927087863,-87.69991981916853,220
Narragansett Ave & School St,41.94000345755594,-87.78990292639743,220
Maryland Ave & 104th St,41.70997970122883,-87.60001336866361,217
Public Rack - Christiana Ave & Belmont Ave,41.939988349948955,-87.71002846144245,216
Public Rack - Hamlin Ave & Montrose Ave,41.96003007487322,-87.72006460371192,213
Walden Pkwy & 100th St,41.71254441716736,-87.6678523470587,209
Public Rack - Washtenaw Ave & Superior St,41.890525172765635,-87.69476034890288,209
Yates Blvd & 75th St,41.75874357416339,-87.56643424333816,208
Public Rack - Washtenaw Ave & Devon Ave,41.99995540593721,-87.69994585456071,207
Public Rack - Spaulding Ave & Evergreen Ave,41.909885877262376,-87.709991429634,207
Public Rack - Lowell Ave & Elston Ave,41.969904124748844,-87.73992397580187,207
Halsted & 63rd - Kennedy-King Vaccination Site,41.77986971308511,-87.64475681490221,206
Calumet Park,41.71371059783373,-87.53084211835345,204
Commercial Ave & 130th St,41.65911088897738,-87.55074556178097,203
Burnham Greenway & 105th St,41.704585241550696,-87.52826400706749,203
Public Rack - Spaulding Ave & North Ave,41.91000125632993,-87.70998398995647,201
Evans Ave & 75th St,41.75849706632177,-87.60642241845781,201
Rainbow Beach,41.75851809284147,-87.5497931596618,200
N Clark St & W Elm St,41.900123082329856,-87.63007105044807,200
Marshfield Ave & 44th St,41.81400155654542,-87.66661384597319,198
Austin Blvd & Chicago Ave,41.894871203678555,-87.77465473828609,198
Cottage Grove Ave & 71st St,41.76572405876291,-87.60498973138286,196
State St & 54th St,41.79726575601031,-87.62585648951432,195
Public Rack - Pulaski Rd & Armitage Ave,41.91994146126501,-87.72994070220311,195
Harding Ave & 26th St,41.84004698408215,-87.72003460155362,195
Western Ave & 104th St,41.70459655973398,-87.68117870326166,192
Lawndale Ave & 30th St,41.839953987605995,-87.7198688426664,192
Komensky Ave & 31st St,41.83982860077267,-87.72977333342853,192
Vernon Ave & 79th St,41.7509467474245,-87.61378965413667,190
Racine Ave & Garfield Blvd,41.79420811629994,-87.65534181826838,190
Public Rack - Kedzie Ave & Argyle St,41.970110342754445,-87.70994162330489,190
Stony Island Ave & 82nd St,41.746561392567315,-87.58599764029807,181
Public Rack - Cicero Ave & Wrightwood Ave,41.929944120880386,-87.74991027553959,181
Greenwood Ave & 97th St,41.719716787466055,-87.59764981431846,181
Mulligan Ave & Wellington Ave,41.93000000000009,-87.78000000000027,179
Ashland Ave & 50th St,41.80301419725146,-87.66469410237632,179
Elizabeth St & 59th St,41.78982610445283,-87.65469986486815,178
Central Ave & Lake St,41.88766548733516,-87.76546570850182,178
Fullerton & Monitor,41.92004179266865,-87.77002447245502,173
Elizabeth St & 92nd St,41.72681648624234,-87.65429583081004,171
Kilpatrick Ave & Grand Ave,41.91003154215677,-87.74004097058805,170
Campbell Ave & Montrose Ave (Temp),41.96153488035078,-87.6929628792835,170
Pulaski Rd & 21st St,41.850122245443885,-87.72016186231339,169
Richmond St & Lincoln Ave,41.98993067283914,-87.7001275051649,168
Stewart Ave & 83rd St,41.74371395163476,-87.63408850028749,167
Long Ave & Belmont Ave,41.939949470843246,-87.7600499193034,166
Indiana Ave & 103rd St,41.707167961598614,-87.61841694129998,165
Dauphin Ave & 87th St,41.73653302291922,-87.60126167820125,165
Central Ave & Madison St,41.88012288731923,-87.76323472998362,165
Halsted St & 78th St,41.75251014589391,-87.6437774493261,164
Vernon Ave & 75th St,41.75836343540499,-87.6141375786587,163
Public Rack - Milwaukee Ave & Haussen Ct,41.93990355084447,-87.7200649058505,163
Cottage Grove Ave & 111th Pl,41.691695898891886,-87.61000218614626,163
Cicero Ave & Lake St,41.8868565793946,-87.7453188992986,163
Central Park Ave & Ohio St,41.8900462708958,-87.71991286060101,163
Laramie Ave & Madison St,41.88021566189923,-87.75536242516252,162
Fairfield Ave & 44th St,41.810157088518864,-87.69014208060634,160
Central Ave & Parker Ave,41.93000554439798,-87.76985438257529,160
State St & Pershing Rd,41.823026556248756,-87.626574117239,157
St Louis Ave & 59th St,41.78965861975157,-87.7100469305008,157
Pulaski Rd & Lake St,41.88539243975007,-87.7265490635683,156
Long Ave & Belden Ave,41.920087647015016,-87.76003068637196,156
Laramie Ave & Kinzie St,41.88782995215912,-87.75559295151396,155
Kedzie Ave & Harrison St,41.87361334804303,-87.70487706100566,152
Baltimore Ave & 87th St,41.737338455497756,-87.54850244736573,151
Prospect Sq & 91st St,41.72915995164675,-87.66783389457328,150
Kilbourn & Belden,41.92019899532005,-87.73991539691984,150
Kedzie Ave & 45th St,41.81003526138455,-87.70010764394907,150
Virginia Ave & Catalpa Ave,41.980083274337694,-87.70449510505374,149
Meade Ave & Diversey Ave,41.930017677738306,-87.77996955495097,149
Lawndale Ave & 111th St,41.69313962120167,-87.71211011703284,148
Kedzie Ave & 52nd St,41.799993801605545,-87.700023647558,147
Public Rack - Monticello Ave & Belmont Ave,41.939986132022746,-87.71997106379207,146
Commercial Ave & 83rd St,41.744617984860646,-87.55120664152759,146
Kostner Ave & Armitage Ave,41.92000000000005,-87.73999999999982,145
Homewood Ave & 115th St,41.68525996958002,-87.67103748761531,144
Major Taylor Trail & 115th St,41.68494175420332,-87.64529585970513,143
Hegewisch Metra Station,41.648519328951316,-87.54611836155799,142
Ashland Ave & Garfield Blvd,41.7928744613592,-87.66442640777476,142
Seeley Ave & Garfield Blvd,41.794098718853526,-87.67548423670674,141
Public Rack - Lockwood Ave & Diversey Ave,41.93001001785718,-87.7599932892859,140
Latrobe Ave & Chicago Ave,41.89473121726898,-87.75688405548107,140
Komensky Ave & 55th St,41.79002412172854,-87.72003093075699,140
Central Park Blvd & 5th Ave,41.87567555759233,-87.71547855960175,139
MLK Jr Dr & 83rd St,41.74310943049996,-87.61480326547094,138
Kedzie Ave & 110th St,41.692393075451704,-87.7009569101987,138
Sacramento Blvd & Fulton Ave,41.88979644029202,-87.70009521196847,137
Public Rack - Racine Ave & 109th Pl,41.690283728510884,-87.65012019324068,137
Stewart Ave & 63rd St,41.77983876775983,-87.63477440307602,136
St Louis Ave & Norman Bobbins Ave,41.790129553963205,-87.7100357849483,136
Kenton Ave & Madison St,41.88070138793626,-87.74100411422307,136
Houston Ave & 92nd St,41.728245305534585,-87.54968041268256,136
Jeffery Blvd & 76th St,41.75668591223475,-87.57662499398627,135
Kildare Ave & 47th St,41.80989326736324,-87.73003716874354,134
Ashland Ave & 63rd St,41.77937873317293,-87.66487374498494,133
Albany Ave & 16th St,41.85999999999994,-87.70000000000013,133
Lamon Ave & Armitage Ave,41.92000000000005,-87.75,132
Halsted St & 73rd St,41.76163786372713,-87.64410575192476,132
Western Ave & Lake St,41.88034981131051,-87.68969741725952,131
Western Ave & Ardmore Ave,41.98979388596172,-87.68998131170991,131
Summit Ave & 86th St,41.737848905472305,-87.64489930652914,130
Morgan St & Pershing Rd,41.82361915383582,-87.65092101225392,130
California & 16th St,41.85995886101023,-87.69975595583854,130
Halsted St & 111th St,41.6940421704259,-87.64255139672882,129
Artesian Ave & 55th St,41.79028119860979,-87.68970792579586,129
Pulaski Rd & Congress Pkwy,41.874412682356805,-87.72610187693186,128
Hale Ave & 107th St,41.69921152992102,-87.66889902861723,128
Sacramento Ave & Pershing Rd,41.819999999999986,-87.7000000000001,127
Public Rack - Milwaukee Ave & School St,41.94003524426507,-87.72975154965333,127
Rockwell St & 57th St,41.79000376058198,-87.68999130291006,126
Pulaski & Ann Lurie Pl,41.81994381068254,-87.72007633697609,126
Public Rack - Avers Ave & Irving Park Rd,41.950119665431124,-87.72037353646553,126
Halsted St & 63rd St,41.77940261363919,-87.6445104460323,124
East End Ave & 87th St,41.736857939179544,-87.5827616290435,123
Damen Ave & 51st St,41.80090469004921,-87.67467014601357,122
Hamlin Ave & 62nd Pl,41.77999855028928,-87.71996344361975,121
Cottage Grove Ave & 78th St,41.75317914083061,-87.60502420557494,120
Western & 28th - Velasquez Institute Vaccination Site,41.84124448028578,-87.68524002525787,119
Public Rack - Woodlawn Ave & 63rd St N,41.780035710592,-87.59973408064958,116
Stony Island Ave & 90th St,41.73139934341697,-87.58575389287708,115
Halsted St & 69th St,41.76905609145224,-87.64460753280434,115
Halsted St & 56th St,41.793486296285614,-87.64480214654505,115
Ellis Ave & 83rd St,41.74412685181741,-87.59905392344349,115
Cicero Ave & Grace St,41.94999179862601,-87.74989433314782,115
Oak Park & Wellington,41.930404473277235,-87.79963272960772,113
Francisco Ave & 47th St,41.809893566967546,-87.6997687309174,113
Cicero Ave & Quincy St,41.877614690094404,-87.74539826968729,113
Washtenaw Ave & Superior St,41.89,-87.69517857142853,112
Campbell Ave & Augusta Blvd,41.89975889065476,-87.68973181299403,112
Orange & Addison,41.940130539678684,-87.82011354351637,111
Dauphin Ave & 103rd St,41.70728364774201,-87.60763859196487,111
Avenue O & 118th St,41.68313163138176,-87.5392244841949,109
Archer Ave & 43rd St,41.819917072681996,-87.70004432529967,109
Torrence Ave & 106th St,41.70282466612753,-87.55977918699658,108
Loomis Blvd & 84th St,41.74118312467784,-87.65781397692068,108
Elizabeth St & 47th St,41.80839853537041,-87.65652825386422,108
Washtenaw Ave & Madison St,41.88000000000008,-87.68999999999991,107
Tripp Ave & 65th St,41.77027688633024,-87.72995647142656,107
Karlov Ave & Madison St,41.881829767068545,-87.72694223167609,107
Public Rack - Rockwell Ave & Touhy Ave ,42.01002119892464,-87.69995563772639,106
Phillips Ave & 83rd St,41.744531246273546,-87.56506285768867,106
Greenwood Ave & 91st St,41.72853380400801,-87.59728632932698,106
Public Rack - Kenton Ave & Palmer St,41.92003872881592,-87.74010581624748,105
Oglesby Ave & 100th St,41.71337841457235,-87.56585044873039,104
Public Rack - Keystone Ave & North Ave,41.90999754753716,-87.72996110188652,103
Avenue O & 134th St,41.65187494786013,-87.53977205053508,103
Vernon Ave & 107th St,41.700146637980765,-87.61228117625407,102
Monticello Ave & Chicago Ave,41.8998572354324,-87.71992497115848,101
Michigan Ave & 71st St,41.76529464303628,-87.62174606837942,101
Homan Ave & 65th St,41.77985648650503,-87.70994477418809,101
Stony Island Ave & South Chicago Ave,41.75117069130673,-87.58533620234022,100
Doty Ave & 111th St,41.6950461816526,-87.59884634903527,100
Hoyne Ave & 34th St,41.830060733020154,-87.67993472951528,99
Marquette Ave & 89th St,41.733679004043054,-87.55837451809725,98
Constance Ave & 95th St,41.72225304375045,-87.57896632386485,98
Pulaski Rd & 44th St,41.80999999999995,-87.72000000000006,97
Halsted St & 104th St,41.70515541384208,-87.6424255038003,97
Clyde Ave & 87th St,41.73716864910413,-87.57271738735857,97
Greenwood Ave & 79th St,41.751298814454906,-87.59752429007297,96
Vincennes Ave & 104th St,41.70493612188644,-87.65694777960645,95
Public Rack - Mozart Elementary School,41.9200136446211,-87.72002117940008,95
Martin Luther King Dr & 111th St,41.69014213253409,-87.61019657346581,93
Loomis St & 89th St,41.732421766420906,-87.65807053041549,93
California Ave & Marquette Rd,41.770017283154104,-87.69003607526865,93
Springfield Ave & 47th St,41.80993792620875,-87.72004079971069,91
Shabbona Park,41.94042374229308,-87.79994267560815,91
Public Rack - Harold Washington Park,41.800090091490894,-87.58040811890838,91
Francisco Ave & Hollywood Ave,41.98029556924076,-87.70010431091842,90
Kenneth Ave & 50th St,41.80015612211241,-87.73029550638185,89
Mozart St & Jackson Blvd,41.87997134280311,-87.69996998106048,88
Woodlawn Ave & 75th St,41.75916770483529,-87.59575124692329,87
Yates Blvd & 93rd St,41.72899571874207,-87.56772372657623,86
Vincennes Ave & 75th St,41.75796817343926,-87.6312093700469,85
State St & 76th St,41.75904203726269,-87.62669114986268,85
Hyde Park Blvd & 55th St,41.79882352941181,-87.58188235294115,85
Ewing Ave & Burnham Greenway,41.71248737158806,-87.53466283694364,85
Public Rack - Western Ave & Devon Ave,41.999968792714284,-87.68999813307128,84
Public Rack - Jensen Park,41.962135301587324,-87.72003127182543,84
Maplewood Ave & 59th St,41.789910998011884,-87.68993839570224,84
Kostner Ave & Lake St,41.88593046653818,-87.73539855071894,83
Eberhart Ave & 91st St,41.72928177043179,-87.61122764042463,83
Midway Orange Line,41.78999999999998,-87.73999999999985,82
Central Ave & Harrison St,41.87299921804876,-87.76450181169099,82
Public Rack - Nagle Ave & Belmont Ave,41.93990065656794,-87.78984719929628,81
Public Rack - Karlov Ave & Kamerling Ave,41.909837566415604,-87.72995496345251,81
Ashland Ave & 74th St,41.75922237955984,-87.66347795176122,80
Public Rack - Western Blvd & 49th St,41.80075757805911,-87.68009841139249,79
Mason Ave & Belmont Ave,41.93997859435447,-87.77003157664574,79
Throop St & 52nd St,41.79965966435895,-87.65719787244437,78
Public Rack - Woodlawn Ave & 63rd St - NE,41.78000000000006,-87.60000000000011,78
